TradeId,CounterParty,Price,TradeDate,Quantity,EntryDate,Notes,BuySell,TrancheId,BookName,Active
3132,Jetwire,34.78,6/3/03,60470.57,8/23/03,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,Sell,3345848,London,TRUE
3133,Ntag,91.07,10/30/12,31588.05,9/9/02,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,Sell,4764231,Kevin,FALSE
3134,Yakidoo,67.17,12/28/09,94518.48,1/31/03,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,Sell,1156181,Homer,FALSE
3135,Yata,21.65,8/8/05,21427.07,7/31/10,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,Sell,3547118,Distressed,FALSE
3136,Youspan,21.1,2/5/12,39749.56,9/30/02,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,Buy,3827322,Homer,FALSE
3137,Edgepulse,69.41,1/14/08,94215.55,12/29/11,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,Sell,1800765,Distressed,FALSE
3138,Avavee,38.4,5/26/11,11648.04,9/16/05,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,Sell,3578817,Par,TRUE
3139,Fiveclub,79.84,2/24/06,97126.03,10/29/11,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,Sell,2405000,Ajay,FALSE
3140,Katz,18.91,9/12/06,95268.91,7/1/11,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,Buy,3977366,Ajay,FALSE
3141,Realbridge,77.95,8/4/02,52982.31,11/17/12,eu orci mauris lacinia sapien quis libero nullam sit amet,Sell,2209236,Homer,TRUE
3142,Livefish,51.46,4/13/05,17184.98,6/19/03,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,Buy,1504174,Kevin,TRUE
3143,Devcast,6.43,4/19/06,79582.23,2/23/11,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,Buy,2333596,Homer,FALSE
3144,Yacero,11.85,7/31/11,75298.65,8/17/01,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,Sell,4678238,Par,FALSE
3145,Flashset,55.48,9/28/07,45926.88,6/22/00,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,Sell,4264231,London,TRUE
3146,Zoombeat,64.17,1/17/10,49462.43,2/12/03,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,Buy,1008651,London,FALSE
3147,Tavu,62.37,7/21/04,22988.61,6/24/08,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,Sell,4322377,Par,FALSE
3148,Chatterpoint,19.31,10/1/04,57725.26,12/8/04,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,Sell,2137086,Homer,FALSE
3149,Rhycero,66.46,5/22/09,40296.7,6/19/03,tempus sit amet sem fusce consequat nulla nisl nunc nisl,Sell,1530742,Ajay,TRUE
3150,Oyondu,68.2,5/14/04,69704.13,7/30/04,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,Sell,2051811,Homer,TRUE
3151,Shufflester,58.51,4/27/02,57572.09,9/17/04,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque,Sell,421264,Kevin,FALSE
3152,Jabbertype,71.95,10/26/11,84864.52,10/26/09,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,Buy,642201,London,FALSE
3153,Topicware,39.33,8/8/07,23048.63,4/23/10,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,Buy,3033410,Distressed,FALSE
3154,Thoughtsphere,15,8/16/07,79104.39,1/25/10,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,Buy,3288987,Par,TRUE
3155,Buzzbean,79,2/22/01,79626.22,6/21/03,rhoncus dui vel sem sed sagittis nam congue risus semper porta,Sell,3521962,Kevin,TRUE
3156,Flipopia,21.89,11/21/02,53461.26,8/15/04,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,Sell,1979518,Homer,TRUE
3157,Quire,39.3,11/12/05,56227.04,5/16/05,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,Sell,3228096,Ajay,TRUE
3158,Voomm,81.97,6/9/10,24193.09,1/29/02,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,Sell,2728449,Homer,FALSE
3159,Thoughtmix,60.67,9/15/07,45016.88,6/11/08,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,Sell,3107780,London,TRUE
3160,Livetube,40.77,1/15/11,72666.84,8/22/12,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,Sell,175687,Homer,TRUE
3161,Mybuzz,85.98,3/15/11,38162.08,6/8/11,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,Sell,1782437,Homer,FALSE
3162,Npath,54.53,3/11/12,47514.16,6/22/05,turpis enim blandit mi in porttitor pede justo eu massa,Sell,2011313,London,FALSE
3163,Trupe,15.55,7/11/01,27811.21,10/24/03,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,Sell,2497093,Ajay,TRUE
3164,Agivu,73.95,9/21/01,71510.69,7/10/09,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,Sell,1082765,Par,FALSE
3165,Browseblab,76.19,2/21/05,70649.81,8/12/10,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,Buy,2755356,Homer,TRUE
3166,Tekfly,29.43,11/13/01,81654.18,7/17/07,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,Buy,2867842,Distressed,FALSE
3167,Jabbertype,22.56,11/23/07,67279.07,2/23/05,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,Buy,4597600,Par,FALSE
3168,Realcube,43.21,6/18/06,87597.47,8/12/04,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,Buy,539199,Par,FALSE
3169,Trilia,94.73,8/2/12,26109.1,6/6/11,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,Buy,2611612,London,FALSE
3170,Eamia,73,11/6/09,14120.57,8/4/09,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,Sell,3052920,Ajay,FALSE
3171,Tanoodle,76.44,4/24/07,31677.66,6/29/07,at nulla suspendisse potenti cras in purus eu magna vulputate,Sell,573359,Distressed,TRUE
3172,Riffpath,75.5,9/5/02,86661.45,5/8/11,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,Sell,3197259,Ajay,TRUE
3173,Avamba,71.1,5/11/07,67223.04,8/7/02,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,Buy,4427954,Distressed,TRUE
3174,Yombu,89.93,1/9/11,43961.86,9/29/04,aenean sit amet justo morbi ut odio cras mi pede malesuada in,Sell,1403104,Ajay,TRUE
3175,Skimia,57.18,10/28/02,59991.46,12/12/05,vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Buy,4600166,Kevin,TRUE
3176,Mydeo,34.07,7/19/00,55517.22,4/16/03,at turpis a pede posuere nonummy integer non velit donec,Sell,2511697,Homer,TRUE
3177,Meembee,49.47,3/1/09,48844.09,7/21/05,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,Sell,180795,London,FALSE
3178,Jetwire,41.69,8/9/10,36115.01,11/22/04,elit proin interdum mauris non ligula pellentesque ultrices phasellus id,Sell,444852,Par,TRUE
3179,Linkbridge,9.05,7/29/00,28442.17,2/4/01,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,Buy,3258559,Kevin,FALSE
3180,Voonte,56.31,4/8/05,60252.06,2/4/10,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,Sell,4334438,Par,TRUE
3181,Kwilith,25.52,3/9/02,39622.59,11/17/09,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,Sell,4451157,London,FALSE
3182,Leenti,45.58,4/11/05,30363.94,11/7/03,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,Sell,3177124,Kevin,TRUE
3183,Blogtags,32.45,7/2/06,69828.79,4/30/09,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,Buy,3466637,Kevin,TRUE
3184,Oodoo,46.7,8/1/04,12397.9,4/11/05,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,Sell,1237746,Kevin,FALSE
3185,Oodoo,45.67,9/1/01,98150.71,2/24/04,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,Buy,694811,Kevin,FALSE
3186,Mycat,26.52,4/17/02,61193.65,5/12/02,eu magna vulputate luctus cum sociis natoque penatibus et magnis,Buy,1622559,Ajay,TRUE
3187,Skyble,94.93,6/11/12,61634.44,1/12/10,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,Buy,2688515,Kevin,TRUE
3188,Eadel,17.79,9/4/06,15478.08,6/11/02,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,Sell,4511857,Par,TRUE
3189,Oyoba,75.08,10/13/06,88666.31,9/6/04,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,Buy,3204614,Kevin,FALSE
3190,Realfire,13.76,5/11/13,98088.42,8/1/09,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,Sell,414855,London,FALSE
3191,Jetpulse,66,3/24/03,76143.88,7/2/01,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Buy,4312635,Distressed,TRUE
3192,Babbleopia,41.3,10/20/03,88702.24,10/21/00,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,Buy,274898,Par,FALSE
3193,Tekfly,14.67,8/11/05,69448.86,1/21/04,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,Sell,4032440,London,FALSE
3194,Skinte,90.79,4/9/08,81294.86,5/5/08,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,Sell,2213069,Distressed,TRUE
3195,Jatri,5.71,10/15/03,23730.1,7/26/01,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,Sell,598847,Ajay,FALSE
3196,Kaymbo,43.15,4/17/01,31313.31,2/13/13,vehicula consequat morbi a ipsum integer a nibh in quis justo,Buy,3969088,London,TRUE
3197,Thoughtstorm,12.64,12/16/11,39186.35,10/28/01,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,Buy,2550299,Homer,FALSE
3198,Twitterlist,29.26,3/8/01,39872.44,3/17/07,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,Sell,4921528,Kevin,TRUE
3199,Skimia,4.33,7/19/05,22832.74,5/24/02,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,Sell,3386685,Par,FALSE
3200,Kwideo,28.47,3/23/02,64633.88,7/27/10,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,Buy,3456173,London,TRUE
3201,Jayo,75.89,7/28/11,12044.01,1/21/09,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,Sell,1453781,Distressed,TRUE
3202,Tagtune,31.15,11/5/01,33330.68,4/26/02,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,Sell,688266,Distressed,TRUE
3203,Eidel,66.52,1/9/12,88535.47,7/27/02,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,Buy,2685525,Ajay,FALSE
3204,Dynazzy,97.72,3/24/01,22515.17,8/29/08,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,Sell,2058539,Kevin,FALSE
3205,Tagchat,43.02,7/2/10,48642.74,6/17/05,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,Sell,1035717,Distressed,TRUE
3206,LiveZ,94.28,1/21/10,98977.67,10/7/07,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,Buy,3268938,Par,TRUE
3207,Meembee,70.16,3/13/02,97947.37,10/12/10,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,Buy,3543642,Distressed,TRUE
3208,Quaxo,64.25,4/4/04,58941.17,1/18/12,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,Buy,4514669,Distressed,FALSE
3209,Trupe,42.72,12/13/02,73265.01,9/13/06,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,Sell,4189224,London,FALSE
3210,Topicshots,8.77,3/21/03,99833.89,12/10/11,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,Buy,4783635,London,TRUE
3211,Zoovu,52.24,5/1/08,47217.54,9/18/02,elit ac nulla sed vel enim sit amet nunc viverra,Buy,1237276,London,FALSE
3212,Yozio,44.65,9/1/11,50819.51,6/17/04,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,Sell,3344397,Ajay,FALSE
3213,Twitterbeat,50.99,7/7/05,90023.74,7/2/02,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,Buy,2047948,Distressed,FALSE
3214,Digitube,49.88,3/22/08,62556.14,3/28/06,ut suscipit a feugiat et eros vestibulum ac est lacinia,Buy,4575676,Homer,TRUE
3215,Layo,26.12,10/26/09,39740.46,3/29/12,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,Buy,2501280,Par,FALSE
3216,Thoughtmix,22.91,3/5/02,95077.52,7/3/11,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,Buy,172277,Homer,TRUE
3217,Twinte,93.71,10/4/04,41585.82,8/16/09,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,Buy,706514,Par,TRUE
3218,Tagchat,37.18,10/5/01,41699.91,6/16/07,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,Buy,1396806,Distressed,TRUE
3219,Gevee,82.79,12/14/08,90671.36,8/24/09,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,Buy,1942390,Homer,FALSE
3220,Skinte,54.21,3/6/02,89416.88,2/5/05,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,Buy,4955895,Distressed,FALSE
3221,Flashdog,88.79,9/1/12,57344.73,12/30/09,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,Sell,2109344,London,TRUE
3222,Photobug,48.41,5/15/05,99549.25,10/18/06,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,Sell,3910999,Homer,FALSE
3223,Agimba,95.36,5/25/09,89751.9,12/8/07,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,Buy,1850574,Ajay,TRUE
3224,Linklinks,19.77,7/28/02,76193,9/11/11,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,Sell,1176566,Ajay,FALSE
3225,Riffpedia,74.76,9/7/09,49413.01,3/18/13,consequat ut nulla sed accumsan felis ut at dolor quis,Sell,2533507,Kevin,TRUE
3226,Layo,45.93,2/3/07,75656.45,9/14/07,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,Sell,2437477,Ajay,TRUE
3227,Teklist,6.25,9/6/08,95629.82,11/16/12,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,Buy,4162521,Distressed,TRUE
3228,Wikibox,59.02,12/4/12,74168.35,1/19/09,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,Sell,4461778,Distressed,TRUE
3229,Cogidoo,14.98,5/27/06,98363.67,4/4/10,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,Sell,2197793,Kevin,TRUE
3230,Meevee,79.75,10/9/07,17255.81,2/17/12,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,Sell,3285486,Kevin,FALSE
3231,Skyndu,62.51,8/8/01,31773.9,9/2/09,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,Sell,294150,Homer,TRUE
3232,Skyndu,92.75,11/24/02,15562.99,8/5/03,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,Sell,1224771,London,TRUE
3233,Topiclounge,52.88,7/23/08,67111.38,6/26/09,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,Buy,1703313,Distressed,TRUE
3234,Skilith,2.58,1/17/09,92407.84,1/7/05,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,Buy,2034211,Par,FALSE
3235,Twitterwire,46.25,4/24/03,57608.76,1/16/07,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,Buy,2060089,Par,TRUE
3236,Flashset,77.83,8/11/07,20464.39,9/3/07,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,Buy,2633284,Par,FALSE
3237,Npath,22.59,11/27/00,81098.79,11/2/10,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,Sell,1454781,Ajay,TRUE
3238,Ooba,90.72,11/11/07,14880.83,8/8/08,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,Buy,3214558,Distressed,TRUE
3239,Zava,82.85,10/17/09,88174.01,10/5/12,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,Buy,3274548,Ajay,FALSE
3240,Eare,44.37,6/24/00,39231.47,6/24/08,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,Buy,102772,Par,TRUE
3241,Rooxo,39.67,4/11/06,27767.27,11/11/01,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,Sell,4928287,Kevin,TRUE
3242,Livetube,42.42,6/17/05,48200.49,4/27/10,sed tincidunt eu felis fusce posuere felis sed lacus morbi,Sell,1048631,Par,FALSE
3243,Zazio,34.31,12/2/03,11220.69,5/25/02,maecenas leo odio condimentum id luctus nec molestie sed justo,Sell,2575216,Ajay,FALSE
3244,Buzzdog,30.83,4/23/03,94356.9,6/27/07,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,Buy,2849508,London,FALSE
3245,Tagtune,48.12,8/1/07,99084.31,11/7/05,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,Sell,2049131,London,TRUE
3246,Devify,48.45,1/15/06,97381.74,5/12/07,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,Sell,490737,Ajay,FALSE
3247,Aimbu,89.91,7/23/02,96163.24,3/30/06,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,Sell,899296,Homer,TRUE
3248,Yata,11.25,8/10/12,49983.68,8/23/08,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,Sell,3375864,London,FALSE
3249,Wordpedia,39.13,10/13/02,60157.23,5/10/09,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,Buy,1026566,Distressed,TRUE
3250,Meevee,78.54,11/19/08,16069.11,6/17/01,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,Sell,4795164,London,TRUE
3251,Photobean,45.91,11/19/11,23918.59,9/13/06,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,Sell,4027988,London,FALSE
3252,Twitterlist,91.63,8/25/02,33308.17,4/19/02,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,Sell,571660,Homer,FALSE
3253,Innotype,95.07,5/6/02,13379.26,6/28/11,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,Buy,4020264,London,TRUE
3254,Photobug,18.05,8/11/11,35872.37,10/16/04,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,Buy,2494595,Homer,TRUE
3255,Riffwire,49.61,6/11/03,90837.74,11/3/02,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,Sell,1411052,Ajay,FALSE
3256,Realmix,63.21,4/4/05,80797.83,1/7/12,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,Sell,4365055,Homer,FALSE
3257,Ozu,99.84,7/3/06,12015.48,11/16/09,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,Sell,2056870,Ajay,FALSE
3258,Thoughtworks,45.17,10/1/00,12580.98,6/12/08,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,Sell,3833824,Ajay,TRUE
3259,Yambee,35.43,4/29/09,66279.31,8/6/01,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,Sell,4281940,Par,FALSE
3260,Tazz,47.77,6/23/02,24938.84,9/16/12,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,Sell,3940353,Homer,FALSE
3261,Centimia,3.66,2/4/12,12056.71,9/25/03,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,Sell,1185060,Distressed,TRUE
3262,Ozu,86.38,3/23/02,17704.86,9/16/05,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,Buy,2078157,Kevin,TRUE
3263,Meevee,60.86,11/22/06,33817.25,12/4/02,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,Sell,1729671,Ajay,FALSE
3264,Mycat,72.36,3/6/13,16130.38,8/25/10,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,Sell,2397906,Ajay,TRUE
3265,Skilith,91.93,6/30/07,89475.62,3/21/04,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,Sell,4049072,Distressed,FALSE
3266,Feedspan,25.85,2/13/02,91313.51,12/27/05,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,Buy,225628,London,TRUE
3267,Kazio,79.32,12/30/10,54360.53,9/24/10,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,Sell,214090,London,TRUE
3268,Divape,64.1,5/9/07,87469.28,4/22/10,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,Buy,1735532,London,FALSE
3269,Dabfeed,97.64,2/6/13,49821.09,8/28/05,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,Buy,2602990,Kevin,FALSE
3270,Kamba,70.89,7/8/02,69638.72,7/5/10,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,Buy,2148143,Ajay,FALSE
3271,Skalith,66.37,5/16/04,83034.65,8/24/03,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,Sell,2763095,London,TRUE
3272,Eabox,78.47,7/9/01,68142.66,11/23/07,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,Sell,3960990,Distressed,FALSE
3273,Aivee,46.66,6/29/11,79243.07,10/24/11,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,Sell,2141671,Distressed,TRUE
3274,Bubbletube,79.96,6/26/12,57705.61,3/23/05,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,Buy,4155104,London,TRUE
3275,Thoughtblab,38.44,6/25/04,69272.96,5/18/01,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,Sell,405936,Ajay,FALSE
3276,Oyope,85.49,8/26/03,78142.86,10/25/09,in consequat ut nulla sed accumsan felis ut at dolor,Buy,3753541,Kevin,TRUE
3277,Dablist,52.39,3/26/01,50622.41,1/20/04,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,Buy,1432135,Ajay,FALSE
3278,Youbridge,53.06,12/22/11,23796.2,7/14/08,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,Sell,2142477,Par,FALSE
3279,Dynabox,67.38,2/5/02,73198.73,2/5/07,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,Buy,3991091,London,FALSE
3280,Skimia,96.51,12/5/12,74274.16,10/25/07,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris,Buy,1466094,London,TRUE
3281,Feedspan,69.83,6/5/04,97807.2,6/18/10,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum,Sell,530219,Homer,TRUE
3282,Kayveo,78.97,1/23/04,89247.03,3/28/12,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,Sell,3352572,Distressed,TRUE
3283,Agimba,51.67,2/5/11,86035.82,6/23/07,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,Sell,1843786,Homer,FALSE
3284,Abata,33.06,11/4/09,23885.35,12/13/04,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,Sell,1830100,London,TRUE
3285,Zazio,43.95,10/17/04,36027.28,2/29/12,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,Sell,1168894,Par,TRUE
3286,Fanoodle,80.79,9/4/11,16032.41,4/23/08,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,Sell,1270431,Ajay,TRUE
3287,Yata,38.23,11/3/03,25673.78,6/20/03,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,Sell,3503404,Par,TRUE
3288,Photofeed,1.18,5/12/12,54158.31,3/19/13,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,Sell,1221490,Distressed,TRUE
3289,Skajo,68.8,4/10/02,79696.55,7/6/01,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,Sell,2948431,Ajay,TRUE
3290,Thoughtbridge,55.31,5/31/09,35619.08,8/22/00,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in,Sell,1435623,Kevin,FALSE
